	book_id	goodreads_book_id	best_book_id	work_id	books_count	isbn	isbn13	authors	original_publication_year	original_title	title	language_code	average_rating	ratings_count	work_ratings_count	work_text_reviews_count	ratings_1	ratings_2	ratings_3	ratings_4	ratings_5	image_url	small_image_url	processed_x	asin	category	salesrank	processed_y
24	13	5470	5470	153313	995	451524934	9780451524940.0	George Orwell, Erich Fromm, Celâl Üster	1949.0	Nineteen Eighty-Four	1984	eng	4.14	1956832	2053394	45518	41845	86425	324874	692021	908229	https://images.gr-assets.com/books/1348990566m/5470.jpg	https://images.gr-assets.com/books/1348990566s/5470.jpg	nineteeneightyfour	0452262933	Book	19364	
25	13	5470	5470	153313	995	451524934	9780451524940.0	George Orwell, Erich Fromm, Celâl Üster	1949.0	Nineteen Eighty-Four	1984	eng	4.14	1956832	2053394	45518	41845	86425	324874	692021	908229	https://images.gr-assets.com/books/1348990566m/5470.jpg	https://images.gr-assets.com/books/1348990566s/5470.jpg	nineteeneightyfour	0899663680	Book	474798	
26	13	5470	5470	153313	995	451524934	9780451524940.0	George Orwell, Erich Fromm, Celâl Üster	1949.0	Nineteen Eighty-Four	1984	eng	4.14	1956832	2053394	45518	41845	86425	324874	692021	908229	https://images.gr-assets.com/books/1348990566m/5470.jpg	https://images.gr-assets.com/books/1348990566s/5470.jpg	nineteeneightyfour	0966599810	Book	658824	
27	13	5470	5470	153313	995	451524934	9780451524940.0	George Orwell, Erich Fromm, Celâl Üster	1949.0	Nineteen Eighty-Four	1984	eng	4.14	1956832	2053394	45518	41845	86425	324874	692021	908229	https://images.gr-assets.com/books/1348990566m/5470.jpg	https://images.gr-assets.com/books/1348990566s/5470.jpg	nineteeneightyfour	0451524934	Book	85	
28	13	5470	5470	153313	995	451524934	9780451524940.0	George Orwell, Erich Fromm, Celâl Üster	1949.0	Nineteen Eighty-Four	1984	eng	4.14	1956832	2053394	45518	41845	86425	324874	692021	908229	https://images.gr-assets.com/books/1348990566m/5470.jpg	https://images.gr-assets.com/books/1348990566s/5470.jpg	nineteeneightyfour	078610239X	Book	433367	
29	14	7613	7613	2207778	896	452284244	9780452284240.0	George Orwell	1945.0	Animal Farm: A Fairy Story	Animal Farm	eng	3.87	1881700	1982987	35472	66854	135147	433432	698642	648912	https://images.gr-assets.com/books/1424037542m/7613.jpg	https://images.gr-assets.com/books/1424037542s/7613.jpg	animalfarmafairystory	0736605673	Book	1007371	animalfarm
30	14	7613	7613	2207778	896	452284244	9780452284240.0	George Orwell	1945.0	Animal Farm: A Fairy Story	Animal Farm	eng	3.87	1881700	1982987	35472	66854	135147	433432	698642	648912	https://images.gr-assets.com/books/1424037542m/7613.jpg	https://images.gr-assets.com/books/1424037542s/7613.jpg	animalfarmafairystory	0451526341	Book	275	animalfarm
31	14	7613	7613	2207778	896	452284244	9780452284240.0	George Orwell	1945.0	Animal Farm: A Fairy Story	Animal Farm	eng	3.87	1881700	1982987	35472	66854	135147	433432	698642	648912	https://images.gr-assets.com/books/1424037542m/7613.jpg	https://images.gr-assets.com/books/1424037542s/7613.jpg	animalfarmafairystory	0786119241	Book	1425200	animalfarm
32	15	48855	48855	3532896	710	553296981	9780553296980.0	Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday	1947.0	Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944	The Diary of a Young Girl	eng	4.1	1972666	2024493	20825	45225	91270	355756	656870	875372	https://images.gr-assets.com/books/1358276407m/48855.jpg	https://images.gr-assets.com/books/1358276407s/48855.jpg	hetachterhuisdagboekbrievenjuniaugustus	0385480334	Book	100648	thediaryofayounggirl
33	22	12232938	12232938	1145090	183	316166685	9780316166680.0	Alice Sebold	2002.0	The Lovely Bones	The Lovely Bones	eng	3.77	1605173	1661562	36642	62777	131188	404699	583575	479323	https://images.gr-assets.com/books/1457810586m/12232938.jpg	https://images.gr-assets.com/books/1457810586s/12232938.jpg	thelovelybones	1402521154	Book	189984	thelovelybones
34	22	12232938	12232938	1145090	183	316166685	9780316166680.0	Alice Sebold	2002.0	The Lovely Bones	The Lovely Bones	eng	3.77	1605173	1661562	36642	62777	131188	404699	583575	479323	https://images.gr-assets.com/books/1457810586m/12232938.jpg	https://images.gr-assets.com/books/1457810586s/12232938.jpg	thelovelybones	0316168815	Book	551	thelovelybones
35	22	12232938	12232938	1145090	183	316166685	9780316166680.0	Alice Sebold	2002.0	The Lovely Bones	The Lovely Bones	eng	3.77	1605173	1661562	36642	62777	131188	404699	583575	479323	https://images.gr-assets.com/books/1457810586m/12232938.jpg	https://images.gr-assets.com/books/1457810586s/12232938.jpg	thelovelybones	1402532903	Book	42663	thelovelybones
36	28	7624	7624	2766512	458	140283331	9780140283330.0	William Golding	1954.0	Lord of the Flies 	Lord of the Flies	eng	3.64	1605019	1671484	26886	92779	160295	425648	564916	427846	https://images.gr-assets.com/books/1327869409m/7624.jpg	https://images.gr-assets.com/books/1327869409s/7624.jpg	lordoftheflies	0399501487	Book	143	lordoftheflies
37	28	7624	7624	2766512	458	140283331	9780140283330.0	William Golding	1954.0	Lord of the Flies 	Lord of the Flies	eng	3.64	1605019	1671484	26886	92779	160295	425648	564916	427846	https://images.gr-assets.com/books/1327869409m/7624.jpg	https://images.gr-assets.com/books/1327869409s/7624.jpg	lordoftheflies	1573226122	Book	4831	lordoftheflies
38	28	7624	7624	2766512	458	140283331	9780140283330.0	William Golding	1954.0	Lord of the Flies 	Lord of the Flies	eng	3.64	1605019	1671484	26886	92779	160295	425648	564916	427846	https://images.gr-assets.com/books/1327869409m/7624.jpg	https://images.gr-assets.com/books/1327869409s/7624.jpg	lordoftheflies	0881030317	Book	492651	lordoftheflies
39	28	7624	7624	2766512	458	140283331	9780140283330.0	William Golding	1954.0	Lord of the Flies 	Lord of the Flies	eng	3.64	1605019	1671484	26886	92779	160295	425648	564916	427846	https://images.gr-assets.com/books/1327869409m/7624.jpg	https://images.gr-assets.com/books/1327869409s/7624.jpg	lordoftheflies	0807209546	Book	112885	lordoftheflies
40	29	18135	18135	3349450	1937	743477111	9780743477120.0	William Shakespeare, Robert           Jackson	1595.0	An Excellent conceited Tragedie of Romeo and Juliet	Romeo and Juliet	eng	3.73	1628519	1672889	14778	57980	153179	452673	519822	489235	https://images.gr-assets.com/books/1327872146m/18135.jpg	https://images.gr-assets.com/books/1327872146s/18135.jpg	anexcellentconceitedtragedieofromeoandjuliet	0803724624	Book	153787	romeoandjuliet
41	29	18135	18135	3349450	1937	743477111	9780743477120.0	William Shakespeare, Robert           Jackson	1595.0	An Excellent conceited Tragedie of Romeo and Juliet	Romeo and Juliet	eng	3.73	1628519	1672889	14778	57980	153179	452673	519822	489235	https://images.gr-assets.com/books/1327872146m/18135.jpg	https://images.gr-assets.com/books/1327872146s/18135.jpg	anexcellentconceitedtragedieofromeoandjuliet	089845980X	Book	454364	romeoandjuliet
42	33	930	929	1558965	220	739326228	9780739326220.0	Arthur Golden	1997.0	Memoirs of a Geisha	Memoirs of a Geisha	eng	4.08	1300209	1418172	25605	23500	59033	258700	517157	559782	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	memoirsofageisha	0375405372	Book	377962	memoirsofageisha
43	33	930	929	1558965	220	739326228	9780739326220.0	Arthur Golden	1997.0	Memoirs of a Geisha	Memoirs of a Geisha	eng	4.08	1300209	1418172	25605	23500	59033	258700	517157	559782	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	memoirsofageisha	0375400117	Book	3649	memoirsofageisha
44	33	930	929	1558965	220	739326228	9780739326220.0	Arthur Golden	1997.0	Memoirs of a Geisha	Memoirs of a Geisha	eng	4.08	1300209	1418172	25605	23500	59033	258700	517157	559782	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	memoirsofageisha	0375408339	Book	276473	memoirsofageisha
45	35	865	865	4835472	458	61122416	9780061122420.0	Paulo Coelho, Alan R. Clarke	1988.0	O Alquimista	The Alchemist	eng	3.82	1299566	1403995	55781	74846	123614	289143	412180	504212	https://images.gr-assets.com/books/1483412266m/865.jpg	https://images.gr-assets.com/books/1483412266s/865.jpg	oalquimista	0345441141	Book	584879	thealchemist
46	35	865	865	4835472	458	61122416	9780061122420.0	Paulo Coelho, Alan R. Clarke	1988.0	O Alquimista	The Alchemist	eng	3.82	1299566	1403995	55781	74846	123614	289143	412180	504212	https://images.gr-assets.com/books/1483412266m/865.jpg	https://images.gr-assets.com/books/1483412266s/865.jpg	oalquimista	0812533909	Book	497397	thealchemist
47	35	865	865	4835472	458	61122416	9780061122420.0	Paulo Coelho, Alan R. Clarke	1988.0	O Alquimista	The Alchemist	eng	3.82	1299566	1403995	55781	74846	123614	289143	412180	504212	https://images.gr-assets.com/books/1483412266m/865.jpg	https://images.gr-assets.com/books/1483412266s/865.jpg	oalquimista	0393900568	Book	1451005	thealchemist
48	43	10210	10210	2977639	2568	142437204	9780142437210.0	Charlotte Brontë, Michael Mason	1847.0	Jane Eyre	Jane Eyre	eng	4.1	1198557	1286135	31212	35132	64274	212294	400214	574221	https://images.gr-assets.com/books/1327867269m/10210.jpg	https://images.gr-assets.com/books/1327867269s/10210.jpg	janeeyre	0812523377	Book	197404	janeeyre
49	43	10210	10210	2977639	2568	142437204	9780142437210.0	Charlotte Brontë, Michael Mason	1847.0	Jane Eyre	Jane Eyre	eng	4.1	1198557	1286135	31212	35132	64274	212294	400214	574221	https://images.gr-assets.com/books/1327867269m/10210.jpg	https://images.gr-assets.com/books/1327867269s/10210.jpg	janeeyre	1590071212	Book	809543	janeeyre
50	43	10210	10210	2977639	2568	142437204	9780142437210.0	Charlotte Brontë, Michael Mason	1847.0	Jane Eyre	Jane Eyre	eng	4.1	1198557	1286135	31212	35132	64274	212294	400214	574221	https://images.gr-assets.com/books/1327867269m/10210.jpg	https://images.gr-assets.com/books/1327867269s/10210.jpg	janeeyre	0141305371	Book	1561687	janeeyre
51	45	4214	4214	1392700	264	770430074	9780770430080.0	Yann Martel	2001.0	Life of Pi	Life of Pi		3.88	1003228	1077431	42962	39768	74331	218702	384164	360466	https://images.gr-assets.com/books/1320562005m/4214.jpg	https://images.gr-assets.com/books/1320562005s/4214.jpg	lifeofpi	0156027321	Book	42	lifeofpi
52	45	4214	4214	1392700	264	770430074	9780770430080.0	Yann Martel	2001.0	Life of Pi	Life of Pi		3.88	1003228	1077431	42962	39768	74331	218702	384164	360466	https://images.gr-assets.com/books/1320562005m/4214.jpg	https://images.gr-assets.com/books/1320562005s/4214.jpg	lifeofpi	0151008116	Book	3085	lifeofpi
53	48	4381	4381	1272463	507	307347974	9780307347980.0	Ray Bradbury	1953.0	Fahrenheit 451	Fahrenheit 451	spa	3.97	570498	1176240	30694	28366	64289	238242	426292	419051	https://images.gr-assets.com/books/1351643740m/4381.jpg	https://images.gr-assets.com/books/1351643740s/4381.jpg	fahrenheit	0345342968	Book	81	fahrenheit
54	48	4381	4381	1272463	507	307347974	9780307347980.0	Ray Bradbury	1953.0	Fahrenheit 451	Fahrenheit 451	spa	3.97	570498	1176240	30694	28366	64289	238242	426292	419051	https://images.gr-assets.com/books/1351643740m/4381.jpg	https://images.gr-assets.com/books/1351643740s/4381.jpg	fahrenheit	0694526266	Book	299627	fahrenheit
55	48	4381	4381	1272463	507	307347974	9780307347980.0	Ray Bradbury	1953.0	Fahrenheit 451	Fahrenheit 451	spa	3.97	570498	1176240	30694	28366	64289	238242	426292	419051	https://images.gr-assets.com/books/1351643740m/4381.jpg	https://images.gr-assets.com/books/1351643740s/4381.jpg	fahrenheit	067187036X	Book	309122	fahrenheit
56	48	4381	4381	1272463	507	307347974	9780307347980.0	Ray Bradbury	1953.0	Fahrenheit 451	Fahrenheit 451	spa	3.97	570498	1176240	30694	28366	64289	238242	426292	419051	https://images.gr-assets.com/books/1351643740m/4381.jpg	https://images.gr-assets.com/books/1351643740s/4381.jpg	fahrenheit	0345410017	Book	223515	fahrenheit
57	55	5129	5129	3204877	515	60929871	9780060929880.0	Aldous Huxley	1932.0	Brave New World	Brave New World	eng	3.97	1022601	1079135	20095	26367	60328	219895	389379	383166	https://images.gr-assets.com/books/1487389574m/5129.jpg	https://images.gr-assets.com/books/1487389574s/5129.jpg	bravenewworld	0899664237	Book	106652	bravenewworld
58	55	5129	5129	3204877	515	60929871	9780060929880.0	Aldous Huxley	1932.0	Brave New World	Brave New World	eng	3.97	1022601	1079135	20095	26367	60328	219895	389379	383166	https://images.gr-assets.com/books/1487389574m/5129.jpg	https://images.gr-assets.com/books/1487389574s/5129.jpg	bravenewworld	0060929871	Book	134	bravenewworld
59	57	37435	37435	3275013	125	142001740	9780142001740.0	Sue Monk Kidd	2001.0	The Secret Life of Bees	The Secret Life of Bees	en-US	4.01	916189	937393	26522	17500	45455	185631	347540	341267	https://images.gr-assets.com/books/1473454532m/37435.jpg	https://images.gr-assets.com/books/1473454532s/37435.jpg	thesecretlifeofbees	0670032379	Book	2121	thesecretlifeofbees
60	57	37435	37435	3275013	125	142001740	9780142001740.0	Sue Monk Kidd	2001.0	The Secret Life of Bees	The Secret Life of Bees	en-US	4.01	916189	937393	26522	17500	45455	185631	347540	341267	https://images.gr-assets.com/books/1473454532m/37435.jpg	https://images.gr-assets.com/books/1473454532s/37435.jpg	thesecretlifeofbees	0670894605	Book	112286	thesecretlifeofbees
61	57	37435	37435	3275013	125	142001740	9780142001740.0	Sue Monk Kidd	2001.0	The Secret Life of Bees	The Secret Life of Bees	en-US	4.01	916189	937393	26522	17500	45455	185631	347540	341267	https://images.gr-assets.com/books/1473454532m/37435.jpg	https://images.gr-assets.com/books/1473454532s/37435.jpg	thesecretlifeofbees	0786243066	Book	98932	thesecretlifeofbees
62	57	37435	37435	3275013	125	142001740	9780142001740.0	Sue Monk Kidd	2001.0	The Secret Life of Bees	The Secret Life of Bees	en-US	4.01	916189	937393	26522	17500	45455	185631	347540	341267	https://images.gr-assets.com/books/1473454532m/37435.jpg	https://images.gr-assets.com/books/1473454532s/37435.jpg	thesecretlifeofbees	0142001740	Book	26	thesecretlifeofbees
63	58	2956	2956	1835605	2277	142437174	9780142437180.0	Mark Twain, John Seelye, Guy Cardwell	1884.0	The Adventures of Huckleberry Finn	The Adventures of Huckleberry Finn	eng	3.8	953758	1001491	12448	28467	76630	255722	344356	296316	https://images.gr-assets.com/books/1405973850m/2956.jpg	https://images.gr-assets.com/books/1405973850s/2956.jpg	theadventuresofhuckleberryfinn	0694520136	Book	606267	theadventuresofhuckleberryfinn
64	58	2956	2956	1835605	2277	142437174	9780142437180.0	Mark Twain, John Seelye, Guy Cardwell	1884.0	The Adventures of Huckleberry Finn	The Adventures of Huckleberry Finn	eng	3.8	953758	1001491	12448	28467	76630	255722	344356	296316	https://images.gr-assets.com/books/1405973850m/2956.jpg	https://images.gr-assets.com/books/1405973850s/2956.jpg	theadventuresofhuckleberryfinn	0812504224	Book	603940	theadventuresofhuckleberryfinn
65	59	24178	24178	987048	180	64410935	9780064410940.0	E.B. White, Garth Williams, Rosemary Wells	1952.0	Charlotte's Web	Charlotte's Web	eng	4.15	1064521	1084842	13044	18450	41124	191415	346090	487763	https://images.gr-assets.com/books/1439632243m/24178.jpg	https://images.gr-assets.com/books/1439632243s/24178.jpg	charlottesweb	0553470485	Book	175915	charlottesweb
66	59	24178	24178	987048	180	64410935	9780064410940.0	E.B. White, Garth Williams, Rosemary Wells	1952.0	Charlotte's Web	Charlotte's Web	eng	4.15	1064521	1084842	13044	18450	41124	191415	346090	487763	https://images.gr-assets.com/books/1439632243m/24178.jpg	https://images.gr-assets.com/books/1439632243s/24178.jpg	charlottesweb	0060263857	Book	110944	charlottesweb
67	59	24178	24178	987048	180	64410935	9780064410940.0	E.B. White, Garth Williams, Rosemary Wells	1952.0	Charlotte's Web	Charlotte's Web	eng	4.15	1064521	1084842	13044	18450	41124	191415	346090	487763	https://images.gr-assets.com/books/1439632243m/24178.jpg	https://images.gr-assets.com/books/1439632243s/24178.jpg	charlottesweb	0553455311	Book	679074	charlottesweb
68	59	24178	24178	987048	180	64410935	9780064410940.0	E.B. White, Garth Williams, Rosemary Wells	1952.0	Charlotte's Web	Charlotte's Web	eng	4.15	1064521	1084842	13044	18450	41124	191415	346090	487763	https://images.gr-assets.com/books/1439632243m/24178.jpg	https://images.gr-assets.com/books/1439632243s/24178.jpg	charlottesweb	0060263865	Book	1300906	charlottesweb
69	59	24178	24178	987048	180	64410935	9780064410940.0	E.B. White, Garth Williams, Rosemary Wells	1952.0	Charlotte's Web	Charlotte's Web	eng	4.15	1064521	1084842	13044	18450	41124	191415	346090	487763	https://images.gr-assets.com/books/1439632243m/24178.jpg	https://images.gr-assets.com/books/1439632243s/24178.jpg	charlottesweb	0060282983	Book	16197	charlottesweb
70	63	6185	6185	1565818	2498	393978893	9780393978900.0	Emily Brontë, Richard J. Dunn	1847.0	Wuthering Heights	Wuthering Heights	eng	3.82	899195	1001135	26157	46469	84084	215320	309180	346082	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	wutheringheights	0060955708	Book	868302	wutheringheights
71	63	6185	6185	1565818	2498	393978893	9780393978900.0	Emily Brontë, Richard J. Dunn	1847.0	Wuthering Heights	Wuthering Heights	eng	3.82	899195	1001135	26157	46469	84084	215320	309180	346082	https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png	https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png	wutheringheights	0553212583	Book	1543	wutheringheights
72	65	4981	4981	1683562	241	385333846	9780385333850.0	Kurt Vonnegut Jr.	1969.0	Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death 	Slaughterhouse-Five	eng	4.06	846488	891762	19646	24964	45518	152442	300948	367890	https://images.gr-assets.com/books/1440319389m/4981.jpg	https://images.gr-assets.com/books/1440319389s/4981.jpg	slaughterhousefiveorthechildrenscrusadeadutydancewithdeath	0385333846	Book	116127	slaughterhousefive
